num_id,source,a3_lbl,brand,amManu,country,countai,ai1,ai2,ai3,has_ml,ai1_mg,ai1_ml,ai2_mg,ai2_ml,ai3_mg,ai3_ml,strength_lbl,fdc,salt,salt_name,packtype,packsize,NAFDAC_REGNO,a3,ai1_no,ai2_no,ai3_no,gname_no,gname,amBrand,natapp,qaact,ID2,DateofWHOprequalification,RefNo,GlobalFundQAStandard,WHOPrequalificationSRA,Manufacturingsite,ID4,source5,amBrand_BEN,AMM23,AMM24,LaboratoireFabricant,originalorder,CMR24_ID,GB_ID,CHECK
NGA-1050,NAFDAC,LIQUID INJ.,A-B ARTEETHER,MAKCUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,.,.,,6,63,.,.,63,ARTEETHER,A-B ARTEETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | MAKCUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1529,NAFDAC,SUSPENSION,AVROTRIM,SKG PHARMA LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,200,5,40,5,.,.,200/5mg - 40/5mg,N/A,UNKNOWN,.,,,A4-4688,5,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,AVROTRIM | SUSPENSION | SULFAMETHOXAZOLE TRIMETHOPRIM | 200/5mg - 40/5mg | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0800,NAFDAC,SUSPENSION,AXCIN-DP,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,80,.,640,.,.,.,80/640mg,N/A,YES,PIPERAQUINE PHOSPHATE,,,,5,71,77,.,55,DHA-PPQ,AXCIN-DP | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE | 80/640mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0170,NAFDAC,LIQUID INJ.,AZETHER,BHARAT PARENTERALS LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,AZETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0169,NAFDAC,LIQUID INJ.,AZETHER,BHARAT PARENTERALS LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,AZETHER | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1250,NAFDAC,SUSPENSION,AZMETRIN ORAL,NORRIS MEDICINES LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,AZMETRIN ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | NORRIS MEDICINES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
356,"WHO, GF",POWDER INJ.,AZUNATE,MACLEODS / OXALIS,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,UNKNOWN,.,vial/ ampoule,10MLX1 + 1MLX1+ 5MLX1,,7,65,.,.,32,ARTESUNATE,AZUNATE | POWDER INJ. | ARTESUNATE | 60mg | MACLEODS / OXALIS,999*,1,MA152,13-APR-21,M2,A,MA152,"MACLEODS PHARMACEUTICALS LTD, UNIT 2, PLOT NO 25-27, SURVEY NO 366, PREMIER INDUSTRIAL ESTATE, KACHIGAM, DAMAN, 396
210, INDIA & IMMACULE
LIFESCIENCES PVT LIMITED VILLAGE THANTHEWAL, ROPAR ROAD, NALAGARH, DIST.-. SOLAN HIMACHAL PRADESH - 174101",.,.,.,,,,,.,.,5
100,CMR24,SUSPENSION - POWDER,BALACHITHER,CELOGEN PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,,,,BOTTLE OF 60 ML,,5,61,74,.,40,AL,BALACHITHER | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 180/1080mg | CELOGEN PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,,14541409,"CELOGEN PHARMA PVT LTD , B-106, TECHNO CITY, X4/1 TTC IND AREA MIDC MAHAPE, NAVI MUMBAI 400 710",188,.,.,5
NGA-1036,NAFDAC,LIQUID INJ.,BEETHER,MACKUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,BEETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | MACKUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0210,NAFDAC,SUSPENSION,BELLARTEM,CENTURION LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,C4-1302,5,61,74,.,40,AL,BELLARTEM | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | CENTURION LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0258,NAFDAC,LIQUID INJ.,BETAJECT,CIRON DRUGS AND PHARM PVT LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,BETAJECT | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | CIRON DRUGS AND PHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0975,NAFDAC,LIQUID INJ.,BETAMOTIL,IPCA LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,BETAMOTIL | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | IPCA LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_363,NGA-24-AwL,LIQUID INJ. ,BETA-T,SIFAM HEALTHCARE (P) LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150MG/2ML,N/A,NO,N/A,ampoule,3,B4-3390,6,63,.,.,63,ARTEETHER,BETA-T | LIQUID INJ.  | ARTEETHER | 150MG/2ML | SIFAM HEALTHCARE (P) LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_269,NGA-24-AwL,LIQUID INJ.,BG ARTEMETHER,GUIZHOU TIANDI PHARMACEUTICAL CO LTD,CHINA,1,ARTEMETHER,.,",",1,80,1,.,.,.,.,80MG/1ML,N/A,NO,N/A,ampoule,6,B4-4898,6,61,.,.,40,ARTEMETHER,BG ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80MG/1ML | GUIZHOU TIANDI PHARMACEUTICAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1443,NAFDAC,LIQUID INJ.,BG ARTEMTHER,SHANDONG SHENGLU PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,B4-4898,6,61,.,.,31,ARTEMETHER,BG ARTEMTHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG SHENGLU PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1557,NAFDAC,SUSPENSION,BG-MAL,STALLION LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,BG-MAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | STALLION LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
367,"CMR 23 & 24, BEN AWL DATA",SUSPENSION - POWDER,BIMALARIL,MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,FRANCE; CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,N/A,NO,.,bottle,30ML ,,5,61,74,.,40,AL,BIMALARIL | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 20/120mg | MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,999*,0,.,.,.,.,.,.,188,BEN - SEARCH,BIMALARIL NOURRISON,9650101,9650101,,,.,.,3
369,"CMR 23 & 24, BEN AWL DATA",SUSPENSION - POWDER,BIMALARIL,MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,FRANCE; CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,N/A,NO,.,bottle,30ML ,,5,61,74,.,40,AL,BIMALARIL | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 40/240mg | MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,999*,0,.,.,.,.,.,.,186,BEN - SEARCH,BIMALARIL ENFANT,9650102,9650102,,,.,.,3
371,"CMR 23 & 24, BEN AWL DATA",SUSPENSION - POWDER,BIMALARIL,MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,FRANCE; CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,60,.,360,.,.,.,60/360mg,N/A,NO,.,bottle,30ML ,,5,61,74,.,40,AL,BIMALARIL | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 60/360mg | MEDICALE PHARMACEUTIQUE (MP); BENGBU TUSHAN,999*,0,.,.,.,.,.,.,185,BEN - SEARCH,BIMALARIL ADOLESCENT,9650103,9650103,,,.,.,3
AwL_NGA_336,NGA-24-AwL,SUSPENSION - POWDER,BIOLUMEFAR,SWISS PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080,N/A,NO,N/A,bottle,60ML,B4-7567,5,61,74,.,40,AL,BIOLUMEFAR | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 180/1080 | SWISS PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_280,NGA-24-AwL,POWDER INJ.,BIOMAL,WELLNESS HEALTHCARE (P) LTD,NIGERIA,1,ARTESUNATE,.,.,0,120,.,.,.,.,.,120MG,N/A,NO,N/A,vial,1,999*,7,65,.,.,32,ARTESUNATE,BIOMAL | POWDER INJ. | ARTESUNATE | 120MG | WELLNESS HEALTHCARE (P) LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_411,NGA-24-AwL,POWDER INJ.,BIOMAL,WELLNESS HEALTHCARE (P) LTD,NIGERIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60MG,N/A,NO,N/A,vial,1,999*,7,65,.,.,32,ARTESUNATE,BIOMAL | POWDER INJ. | ARTESUNATE | 60MG | WELLNESS HEALTHCARE (P) LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_418,NGA-24-AwL,POWDER INJ.,BIOMAL,CELERON REMEDIES LTD,NIGERIA,1,ARTESUNATE,.,.,0,120,.,.,.,.,.,120MG,N/A,NO,N/A,vial,1,999*,7,65,.,.,32,ARTESUNATE,BIOMAL | POWDER INJ. | ARTESUNATE | 120MG | CELERON REMEDIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0173,NAFDAC,SUSPENSION,BIOMEDICAL CO-TRIMOXAZOLE,BIOMEDICAL LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,200,5,40,5,.,.,200/5mg - 40/5mg,N/A,UNKNOWN,.,,,A11-100108,5,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,BIOMEDICAL CO-TRIMOXAZOLE | SUSPENSION | SULFAMETHOXAZOLE TRIMETHOPRIM | 200/5mg - 40/5mg | BIOMEDICAL LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0159,NAFDAC,LIQUID INJ.,BIOMETHER,BHARAT PARENTERALS LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,BIOMETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0176,NAFDAC,SYRUP,BIORAQUINE,BIORAJ PHARMA LTD,NIGERIA,1,CHLOROQUINE,.,.,1,50,5,.,.,.,.,50mg/ 5ml,N/A,YES,PHOSPHATE,,,#04-9087,4,68,.,.,4,CHLOROQUINE,BIORAQUINE | SYRUP | CHLOROQUINE | 50mg/ 5ml | BIORAJ PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0177,NAFDAC,SYRUP,BIORAQUINE,BIORAJ PHARMA LTD,NIGERIA,1,CHLOROQUINE,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,YES,PHOSPHATE,,,2625090,4,68,.,.,4,CHLOROQUINE,BIORAQUINE | SYRUP | CHLOROQUINE | 80mg/ 1ml | BIORAJ PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0997,NAFDAC,LIQUID INJ.,BRAMAQUININE,NORRIS MEDICINES LTD,INDIA,1,QUININE,.,.,1,600,2,.,.,.,.,600mg/ 2ml,N/A,YES,DIHYDROHYCHLORIDE,,,,6,83,.,.,19,QUININE,BRAMAQUININE | LIQUID INJ. | QUININE | 600mg/ 2ml | NORRIS MEDICINES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0509,NAFDAC,SUSPENSION,BRITE AID ARTEMETHER + LUMEFANTRINE,GLOBELA PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,C4-1416,5,61,74,.,40,AL,BRITE AID ARTEMETHER + LUMEFANTRINE | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | GLOBELA PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1320,NAFDAC,GRANULE,CAMOQUIN PLUS PEDIATRIC GRANULES,PFIZER AFRIQUE,SENEGAL,2,ARTESUNATE,AMODIAQUINE,.,0,50,.,25,.,.,.,50/25mg,N/A,UNKNOWN,.,,,,3,65,60,.,44,ASAQ,CAMOQUIN PLUS PEDIATRIC GRANULES | GRANULE | ARTESUNATE AMODIAQUINE | 50/25mg | PFIZER AFRIQUE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_344,NGA-24-AwL,GRANULE,CAMOSUNATE,FRONT PHARMACEUTICAL PLC,CHINA,2,AMODIAQUINE,ARTESUNATE,.,0,150,.,50,.,.,.,150/50MG,N/A,NO,N/A,sachets,6,04-7908,3,65,60,.,44,ASAQ,CAMOSUNATE | GRANULE | AMODIAQUINE ARTESUNATE | 150/50MG | FRONT PHARMACEUTICAL PLC,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_03,NGA Awl 24 training,GRANULE,CAMOSUNATE PEDIATRIC POWDER,FRONT PHARMA PLC,China,2,ARTESUNATE,AMODIAQUINE,.,0,25,.,75,.,.,.,25/75mg,yes,n/a,.,individual package,6,999*,3,65,60,.,44,ASAQ,CAMOSUNATE PEDIATRIC POWDER | GRANULE | ARTESUNATE AMODIAQUINE | 25/75mg | FRONT PHARMA PLC,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_04,NGA Awl 24 training,GRANULE,CAMOSUNATE POWDER CHILDREN,FRONT PHARMA PLC,China,2,ARTESUNATE,AMODIAQUINE,.,0,50,.,150,.,.,.,50/150mg,N/A,n/a,.,individual package,6,999*,3,65,60,.,44,ASAQ,CAMOSUNATE POWDER CHILDREN | GRANULE | ARTESUNATE AMODIAQUINE | 50/150mg | FRONT PHARMA PLC,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
240330_007,CMR PRODCUT ADDED DURING DATA COLLECTION,POWDER INJ.,CARESUNATE,MEDITRUST UNIVERSAL,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,NO,.,vial/ ampoule,1,,7,65,.,.,32,ARTESUNATE,CARESUNATE | POWDER INJ. | ARTESUNATE | 60mg | MEDITRUST UNIVERSAL,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0511,NAFDAC,SUSPENSION,CARTEF,GLOBELA PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,C4-1394,5,61,74,.,40,AL,CARTEF | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | GLOBELA PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1342,NAFDAC,SUSPENSION,CARTEF,RATNAMANI HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,C4-1394,5,61,74,.,40,AL,CARTEF | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | RATNAMANI HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1037,NAFDAC,LIQUID INJ.,CEDERTEMATE,MACKUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,CEDERTEMATE | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | MACKUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1007,NAFDAC,LIQUID INJ.,CEEPQUINE,SHREECHEM PHARM PVT LTD,INDIA,1,CHLOROQUINE,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,YES,PHOSPHATE,,,,6,68,.,.,4,CHLOROQUINE,CEEPQUINE | LIQUID INJ. | CHLOROQUINE | 40mg/ 1ml | SHREECHEM PHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
240329_013,CMR PRODCUT ADDED DURING DATA COLLECTION,LIQUID INJ.,CEMEDTHER-80,TAOLIGHT PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,NO,.,vial/ ampoule,6,,6,61,.,.,31,ARTEMETHER,CEMEDTHER-80 | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | TAOLIGHT PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AwL_NGA_178,NGA-24-AwL,LIQUID INJ.,CETHAR,PHARMAX INDIA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/ML,N/A,NO,N/A,ampoule,UNKNOWN,C4-0967,6,61,.,.,40,ARTEMETHER,CETHAR | LIQUID INJ. | ARTEMETHER | 80MG/ML | PHARMAX INDIA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0035,NAFDAC,SUSPENSION,CHEMOTRIM,AFRAB CHEM LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,200,5,40,5,.,.,200/5mg - 40/5mg,N/A,UNKNOWN,.,,,04-0216,5,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,CHEMOTRIM | SUSPENSION | SULFAMETHOXAZOLE TRIMETHOPRIM | 200/5mg - 40/5mg | AFRAB CHEM LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1024,NAFDAC,LIQUID INJ.,CHIMEXBON ARTEMETHER,MAAN PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,CHIMEXBON ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | MAAN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0700,NAFDAC,SYRUP,CHLOROQUINE,JESIL PHARM IND LTD,NIGER,1,CHLOROQUINE,.,.,1,80,5,.,.,.,.,80mg/ 5ml,N/A,YES,PHOSPHATE,,,,4,68,.,.,4,CHLOROQUINE,CHLOROQUINE | SYRUP | CHLOROQUINE | 80mg/ 5ml | JESIL PHARM IND LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_273,NGA-24-AwL,LIQUID INJ.,CHLOROQUINE INJECTION,UNIWIN INTERNATIONAL CO LTD,CHINA,1,CHLOROQUINE,.,.,1,200,5,.,.,.,.,200MG/5ML (BASE),N/A,YES,phosphate,ampoule,10,999*,6,68,.,.,4,CHLOROQUINE,CHLOROQUINE INJECTION | LIQUID INJ. | CHLOROQUINE | 200MG/5ML (BASE) | UNIWIN INTERNATIONAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_10,NGA Awl 24 training,SYRUP,CHLOROQUINE SYRUP,Mzor Pharmaceutical Industries LTD,Nigeria,1,CHLOROQUINE,.,.,1,50,60,.,.,.,.,50mg/60ml,N/A,yes,PHOSPHATE,individual package,60,999*,4,68,.,.,4,CHLOROQUINE,CHLOROQUINE SYRUP | SYRUP | CHLOROQUINE | 50mg/60ml | Mzor Pharmaceutical Industries LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_264,NGA-24-AwL,LIQUID INJ. ,CHLOROQUININE INJECTION 322MG/5ML,SHANDONG XIER KANGTAI PHARMACEUTICAL CO LTD,CHINA,1,CHLOROQUINE,.,.,1,200,5,.,.,.,.,322MG/5ML,N/A,NO,N/A,ampoule,10,999*,6,68,.,.,4,CHLOROQUINE,CHLOROQUININE INJECTION 322MG/5ML | LIQUID INJ.  | CHLOROQUINE | 322MG/5ML | SHANDONG XIER KANGTAI PHARMACEUTICAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1252,NAFDAC,LIQUID INJ.,CIDAREX,NORRIS MEDICINES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,CIDAREX | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | NORRIS MEDICINES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
114,CMR,POWDER INJ.,CIELSUNATE,CIEL PHARMA,INDIA,1,ARTESUNATE,.,.,0,120,.,.,.,.,.,120mg,N/A,UNKNOWN,.,vial/ ampoule,120,,7,65,.,.,32,ARTESUNATE,CIELSUNATE | POWDER INJ. | ARTESUNATE | 120mg | CIEL PHARMA,999*,0,.,.,.,.,.,.,.,.,.,8431806,,,,.,.,4
113,CMR,POWDER INJ.,CIELSUNATE,CIEL PHARMA,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,UNKNOWN,.,vial/ ampoule,60,,7,65,.,.,32,ARTESUNATE,CIELSUNATE | POWDER INJ. | ARTESUNATE | 60mg | CIEL PHARMA,999*,0,.,.,.,.,.,.,.,.,.,8431807,,,,.,.,4
NGA-1199,NAFDAC,SUSPENSION,CIKA CO-TRIMOXAZOLE,MICHELLE LABORATORIES LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,200,5,40,5,.,.,200/5mg - 40/5mg,N/A,UNKNOWN,.,,,A11-0975,5,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,CIKA CO-TRIMOXAZOLE | SUSPENSION | SULFAMETHOXAZOLE TRIMETHOPRIM | 200/5mg - 40/5mg | MICHELLE LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_28,NGA-24-AwL,SUSPENSION - POWDER,CIKATEM,MICHELLE LABORATORIES LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,1,180,60,1080,60,.,.,180MG/60ML + 1080MG/60ML,UNKNOWN,NO,.,bottle,60 ML,A11-100025,5,61,74,.,40,AL,CIKATEM | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 180MG/60ML + 1080MG/60ML | MICHELLE LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0925,NAFDAC,LIQUID INJ.,CIKOMAL,KWALITY PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,CIKOMAL | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | KWALITY PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AwL_NGA_255,NGA-24-AwL,LIQUID INJ.,CLARION ARTE-JECT,ANHUI CHENGSHI PHARMACEUTICAL CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/1ML,N/A,NO,N/A,ampoule,6,B4-2575,6,61,.,.,40,ARTEMETHER,CLARION ARTE-JECT | LIQUID INJ. | ARTEMETHER | 80MG/1ML | ANHUI CHENGSHI PHARMACEUTICAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0770,NAFDAC,SUSPENSION,CLARTEM,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,NO,.,bottle,60ML,B4-5562,5,61,74,.,40,AL,CLARTEM | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_05,NGA Awl 24 training,SUSPENSION - POWDER,CLARTEM SUSPENSION,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,China,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180mg/1080mg,N/A,n/a,,bottle,60,999*,5,61,74,.,40,AL,CLARTEM SUSPENSION | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 180mg/1080mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
