num_id,source,a3_lbl,brand,amManu,country,countai,ai1,ai2,ai3,has_ml,ai1_mg,ai1_ml,ai2_mg,ai2_ml,ai3_mg,ai3_ml,strength_lbl,fdc,salt,salt_name,packtype,packsize,NAFDAC_REGNO,a3,ai1_no,ai2_no,ai3_no,gname_no,gname,amBrand,natapp,qaact,ID2,DateofWHOprequalification,RefNo,GlobalFundQAStandard,WHOPrequalificationSRA,Manufacturingsite,ID4,source5,amBrand_BEN,AMM23,AMM24,LaboratoireFabricant,originalorder,CMR24_ID,GB_ID,CHECK
NGA-0403,NAFDAC,TABLET,ARTHEMED,FIDSON HEALTHCARE PLC,NIGER,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ARTHEMED | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | FIDSON HEALTHCARE PLC,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1230,NAFDAC,TABLET,ARTHEMETHER-PLUS,NEROS PHARMA LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ARTHEMETHER-PLUS | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | NEROS PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1389,NAFDAC,TABLET,ARTHEMEXIN-P,SAGA LABORATORIES SURVEY,INDIA,3,DIHYDROARTEMISININ,PIPERAQUINE,TRIMETHOPRIM,0,32,.,320,.,90,.,32mg-320mg-90mg,UNKNOWN,YES,PIPERAQUINE PHOSPHATE,,,,1,71,77,88,56,DHA-PPQ-TRIM,ARTHEMEXIN-P | TABLET | DIHYDROARTEMISININ PIPERAQUINE TRIMETHOPRIM | 32mg-320mg-90mg | SAGA LABORATORIES SURVEY,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
469,CMR 23 & 24,DISPERSIBLE TABLET,ARTILUM,RONAK EXIM PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,3X8 ,,1,61,74,.,40,AL,ARTILUM | DISPERSIBLE TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | RONAK EXIM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,21409,21409,,,.,.,3
470,CMR 23 & 24,TABLET,ARTILUM,RONAK EXIM PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,2X6 ,,1,61,74,.,40,AL,ARTILUM | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | RONAK EXIM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,21410,21410,,,.,.,3
471,CMR 23 & 24,TABLET,ARTILUM,RONAK EXIM PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,1X6 ,,1,61,74,.,40,AL,ARTILUM | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | RONAK EXIM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,21408,21408,,,.,.,3
AwL_NGA_36,NGA-24-AwL,TABLET,ARTIX TABLETS,MCW HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,.,individual package,6,999*,1,61,74,.,40,AL,ARTIX TABLETS | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | MCW HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
47,"CMR 23 & 24, BEN AWL DATA",TABLET,ARTIZ,ALICE PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,YES,UNKNOWN,.,BLISTER PLAQUETTE,"6, 12",,1,61,74,.,40,AL,ARTIZ | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | ALICE PHARMA PVT LTD,999*,0,.,.,.,.,.,.,139,BEN - SEARCH,ARTIZ FORTE 40/240,9231218,9231218,,,.,.,3
240326_012,CMR PRODCUT ADDED DURING DATA COLLECTION,TABLET,ARTIZ FORTE,ALICE PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,UNKNOWN,NO,.,individual package,9999,,1,61,74,.,40,AL,ARTIZ FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | ALICE PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
48,"CMR 23 & 24, BEN AWL DATA",TABLET,ARTIZ-DP,ALICE PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,UNKNOWN,.,BLISTER PLAQUETTE,6 ,,1,61,74,.,40,AL,ARTIZ-DP | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | ALICE PHARMA PVT LTD,999*,0,.,.,.,.,.,.,142,BEN - SEARCH,ARTIZ-DP 80/480,9231501,9231501,,,.,.,3
AwL_NGA_142,NGA-24-AwL,TABLET,ART-LUF,RICKYGOLD INTERNATIONAL,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120MG,YES,NO,N/A,individual package,24,A4-3777,1,61,74,.,40,AL,ART-LUF | TABLET | ARTEMETHER LUMEFANTRINE . | 20/120MG | RICKYGOLD INTERNATIONAL,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
314,BEN AWL DATA,TABLET,ARTLUF-FORTE,KILITCH DRUGS LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,UNKNOWN,.,individual package,6,,1,61,74,.,40,AL,ARTLUF-FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | KILITCH DRUGS LTD,999*,0,.,.,.,.,.,.,148,BEN - SEARCH,ARTLUF-FORTE,,,,,.,.,5
205,CMR,TABLET,ARTRIM-GH,GENERIC HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,12 ,,1,61,74,.,40,AL,ARTRIM-GH | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | GENERIC HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,11381204,,,,.,.,4
240326_013b,CMR PRODCUT ADDED DURING DATA COLLECTION,TABLET,ARTRIM-GH,GENERIC HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,NO,.,individual package,6,,1,61,74,.,40,AL,ARTRIM-GH | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | GENERIC HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
396,CMR,TABLET,ARTRIN,MEDREICH LTD/SANOFI WINTHROP INDUSTRIE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,24 ,,1,61,74,.,40,AL,ARTRIN | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | MEDREICH LTD/SANOFI WINTHROP INDUSTRIE,999*,0,.,.,.,.,.,.,.,.,.,10911205,,,,.,.,4
338,BEN AWL DATA,TABLET,ARTRINE,LIC PHARMA,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,YES,UNKNOWN,.,individual package,"6, 12",,1,61,74,.,40,AL,ARTRINE | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | LIC PHARMA,999*,0,.,.,.,.,.,.,159,BEN - SEARCH,ARTRINE 40/240,,,,,.,.,5
339,BEN AWL DATA,TABLET,ARTRINE,LIC PHARMA,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,UNKNOWN,.,individual package,6,,1,61,74,.,40,AL,ARTRINE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | LIC PHARMA,999*,0,.,.,.,.,.,.,161,BEN - SEARCH,ARTRINE 80/480,,,,,.,.,5
AwL_NGA_406,NGA-24-AwL,TABLET,ARVO-SP,ARVO PHARMA LTD,NIGERIA,2,SULFADOXINE,PYRIMETHAMINE,.,0,500,.,25,.,.,.,500MG/25MG,YES,NO,N/A,individual package,3,A4-7999,1,81,85,.,21,SP,ARVO-SP | TABLET | SULFADOXINE PYRIMETHAMINE | 500MG/25MG | ARVO PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
240416_02,CMR PRODCUT ADDED DURING DATA COLLECTION,TABLET,ARZEQUIN,ZHEJIANG MEDICINES & HEALTH PRODUCTS CO,CHINA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,40,.,320,.,.,.,40/320mg,YES,YES,PHOSPHATE,individual package,1X9,,1,71,77,.,55,DHA-PPQ,ARZEQUIN | TABLET | DIHYDROARTEMISININ PIPERAQUINE | 40/320mg | ZHEJIANG MEDICINES & HEALTH PRODUCTS CO,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
401,WHO,TABLET,ASAQ,MICRO LABS LTD,INDIA,2,ARTESUNATE,AMODIAQUINE,.,0,100,.,270,.,.,.,100/270mg,YES,UNKNOWN,.,BLISTER PLAQUETTE,"3X1, 3X10, 3X25, 6X1, 6X10, 6X25; 3X1, 3X10, 3X25, 6X1, 6X10, 6X25",,1,65,60,.,44,ASAQ,ASAQ | TABLET | ARTESUNATE AMODIAQUINE | 100/270mg | MICRO LABS LTD,999*,1,MA134,31-OCT-18,.,.,.,.,.,.,.,,,,,.,.,5
399,"WHO, GF",TABLET,ASAQ,MICRO LABS LTD,INDIA,2,ARTESUNATE,AMODIAQUINE,.,0,25,.,67.5,.,.,.,25/67.5mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3X1, 3X10, 3X25; 3X1, 3X10, 3X25",,1,65,60,.,44,ASAQ,ASAQ | TABLET | ARTESUNATE AMODIAQUINE | 25/67.5mg | MICRO LABS LTD,999*,1,MA132,31-OCT-18,M12,A,MA132,"PLOT NO. S-155 TO S- 159 & N1, PHASE III & PHASE IV, VERNA INDUSTRIAL ESTATE, VERNA, GOA, 403 722",.,.,.,,,,,.,.,5
479,"WHO, GF, CMR 23 & 24",TABLET,ASAQ,SANOFI AVENTIS / MAPHAR / DNDI,MOROCCO; FRANCE,2,ARTESUNATE,AMODIAQUINE,.,0,25,.,67.5,.,.,.,25/67.5mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3X1, 3X25",,1,65,60,.,44,ASAQ,ASAQ | TABLET | ARTESUNATE AMODIAQUINE | 25/67.5mg | SANOFI AVENTIS / MAPHAR / DNDI,999*,1,MA056,14-OCT-08,M12,A,YES,"MAPHAR LAB,CASABLANCA",.,.,.,7291318,7291318,,,.,.,3
400,"WHO, GF",TABLET,ASAQ,MICRO LABS LTD,INDIA,2,ARTESUNATE,AMODIAQUINE,.,0,50,.,135,.,.,.,50/135mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3X1, 3X10, 3X25; 3X1, 3X10, 3X25",,1,65,60,.,44,ASAQ,ASAQ | TABLET | ARTESUNATE AMODIAQUINE | 50/135mg | MICRO LABS LTD,999*,1,MA133,31-OCT-18,M13,A,MA133,"PLOT NO. S-155 TO S- 159 & N1, PHASE III & PHASE IV, VERNA INDUSTRIAL ESTATE, VERNA, GOA, 403 722",.,.,.,,,,,.,.,5
484,"WHO, GF, CMR",TABLET,ASAQ WINTHROP,SANOFI AVENTIS / MAPHAR / DNDI,MOROCCO; GERMANY,2,ARTESUNATE,AMODIAQUINE,.,0,100,.,270,.,.,.,100/270mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3, 6, 25X3, 25X6 ",,1,65,60,.,44,ASAQ,ASAQ WINTHROP | TABLET | ARTESUNATE AMODIAQUINE | 100/270mg | SANOFI AVENTIS / MAPHAR / DNDI,999*,1,MA058,14-OCT-08,M14,A,YES,"MAPHAR LAB,CASABLANCA, MOROCCO; ROTTENDORF PHARMA, ENNIGERLOH, GERMANY; BATCH RELEASED BY: I41SANOFI-AVENTIS MAROC, CASABLANCA, MOROCCO",.,.,.,8011803 ; 8011804 ; 8011805 ; 8011802 ,,,,.,.,4
480,"WHO, GF, CMR 23 & 24",TABLET,ASAQ WINTHROP,SANOFI AVENTIS / MAPHAR / DNDI,MOROCCO; FRANCE,2,ARTESUNATE,AMODIAQUINE,.,0,25,.,67.5,.,.,.,25/67.5mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3X1, 3X25",,1,65,60,.,44,ASAQ,ASAQ WINTHROP | TABLET | ARTESUNATE AMODIAQUINE | 25/67.5mg | SANOFI AVENTIS / MAPHAR / DNDI,999*,1,MA056,14-OCT-08,M12,A,YES,"MAPHAR LAB,CASABLANCA",.,.,.,8011808,8011808,,,.,.,3
483,"WHO, GF, CMR 23 & 24",TABLET,ASAQ WINTHROP,SANOFI AVENTIS / MAPHAR / DNDI,MOROCCO; FRANCE,2,ARTESUNATE,AMODIAQUINE,.,0,50,.,135,.,.,.,50/135mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,"3, 25X3 ",,1,65,60,.,44,ASAQ,ASAQ WINTHROP | TABLET | ARTESUNATE AMODIAQUINE | 50/135mg | SANOFI AVENTIS / MAPHAR / DNDI,999*,1,MA057,14-OCT-08,M13,A,YES,"MAPHAR LAB,CASABLANCA",.,.,.,8011807 ; 8011806,8011807 ; 8011806,,,.,.,3
158,CMR,TABLET,ASAQ-DENK,DENK PHARMA,GERMANY,2,ARTESUNATE,AMODIAQUINE,.,0,100,.,270,.,.,.,100/270mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,6 ,,1,65,60,.,44,ASAQ,ASAQ-DENK | TABLET | ARTESUNATE AMODIAQUINE | 100/270mg | DENK PHARMA,999*,0,.,.,.,.,.,.,.,.,.,9171201,,,,.,.,4
73,BEN AWL DATA,TABLET,ASARTEM-P,ASMOH LABS LTD,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,40,.,320,.,.,.,40/320mg,NO,YES,PHOSPHATE,individual package,9,,1,71,77,.,55,DHA-PPQ,ASARTEM-P | TABLET | DIHYDROARTEMISININ PIPERAQUINE | 40/320mg | ASMOH LABS LTD,999*,0,.,.,.,.,.,.,162,BEN - MANUAL,ASARTEM-P (40/320),,,,,.,.,5
NGA-0430,NAFDAC,TABLET,ASMETHER,FREDUN PHARMA LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ASMETHER | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | FREDUN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
72,BEN AWL DATA,TABLET,ASMETHER-L,ASMOH LABS LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,YES,NO,.,individual package,6,,1,61,74,.,40,AL,ASMETHER-L | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | ASMOH LABS LTD,999*,0,.,.,.,.,.,.,168,BEN - MANUAL,ASMETHER-L 80/480,,,,,.,.,5
162,WHO,TABLET,ASMQ FDC,DNDI; CIPLA; FARMANGUINHOS,INDIA,2,ARTESUNATE,MEFLOQUINE,.,0,100,.,220,.,.,.,100/220mg,YES,UNKNOWN,.,BLISTER PLAQUETTE,3X1; 3X2,,1,65,75,.,47,ASMQ,ASMQ FDC | TABLET | ARTESUNATE MEFLOQUINE | 100/220mg | DNDI; CIPLA; FARMANGUINHOS,999*,1,MA079,12-SEP-12,M17,A,YES,PATALGANGA,.,.,.,,,,,.,.,5
161,WHO,TABLET,ASMQ FDC,DNDI; CIPLA; FARMANGUINHOS,INDIA,2,ARTESUNATE,MEFLOQUINE,.,0,25,.,55,.,.,.,25/55mg,YES,UNKNOWN,.,BLISTER PLAQUETTE,3X1; 3X2,,1,65,75,.,47,ASMQ,ASMQ FDC | TABLET | ARTESUNATE MEFLOQUINE | 25/55mg | DNDI; CIPLA; FARMANGUINHOS,999*,1,MA078,12-SEP-12,M16,A,YES,PATALGANGA,.,.,.,,,,,.,.,5
NGA-0289,NAFDAC,TABLET,ASTAB,DIVINE ESSENTIALS FORMULATIONS LTD,NIGERIA,2,PYRIMETHAMINE,SULFADOXINE,.,0,500,.,25,.,.,.,500/25mg,UNKNOWN,UNKNOWN,.,,,A4-1714,1,81,85,.,21,SP,ASTAB | TABLET | PYRIMETHAMINE SULFADOXINE | 500/25mg | DIVINE ESSENTIALS FORMULATIONS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
159,"CMR, BEN AWL DATA",TABLET,ASU-DENK,DENK PHARMA,GERMANY,3,ARTESUNATE,SULFAMETHOXYPYRAZINE,PYRIMETHAMINE,0,200,.,500,.,25,.,200mg-500mg-25mg,YES,UNKNOWN,.,individual package,"3, 6",,1,65,87,81,50,AS-SP,ASU-DENK | TABLET | ARTESUNATE SULFAMETHOXYPYRAZINE PYRIMETHAMINE | 200mg-500mg-25mg | DENK PHARMA,999*,0,.,.,.,.,.,.,170,BEN - SEARCH,ASU-DENK FIXED DOSE,9172007,,,,.,.,4
NGA-1385,NAFDAC,TABLET,ATHELUTRIN FORTE,SAGA LABORATORIES,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ATHELUTRIN FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | SAGA LABORATORIES,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_147,NGA-24-AwL,TABLET,ATMAL 20/120,JIANGXI XIER KANGTAI PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120MG,YES,NO,N/A,individual package,24,A4-1414,1,61,74,.,40,AL,ATMAL 20/120 | TABLET | ARTEMETHER LUMEFANTRINE . | 20/120MG | JIANGXI XIER KANGTAI PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1282,NAFDAC,TABLET,ATMAL PLUS,OLIVE HEALTHCARE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,B4-3788,1,61,74,.,40,AL,ATMAL PLUS | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | OLIVE HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1283,NAFDAC,TABLET,ATMAL PLUS CAPSULE,OLIVE HEALTHCARE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,B4-3788,1,61,74,.,40,AL,ATMAL PLUS CAPSULE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | OLIVE HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
240403_008,CMR PRODCUT ADDED DURING DATA COLLECTION,TABLET,ATOVAQUONE/PROGUANIL EG,EG LABO LABORATOIRES EUROGENERICS,FRANCE,2,ATOVAQUONE,PROGUANIL,.,0,250,.,100,.,.,.,250/100mg,UNKNOWN,NO,.,individual package,12,,1,66,79,.,3,ATOVAQUONE-PROGUANIL,ATOVAQUONE/PROGUANIL EG | TABLET | ATOVAQUONE PROGUANIL | 250/100mg | EG LABO LABORATOIRES EUROGENERICS,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1176,NAFDAC,TABLET,ATRIN,MEDREICH LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ATRIN | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | MEDREICH LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
74,CMR,DISPERSIBLE TABLET,AUROTHER,AUROCHEM,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,individual package,6,,1,61,74,.,40,AL,AUROTHER | DISPERSIBLE TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | AUROCHEM,999*,0,.,.,.,.,.,.,.,.,.,22181902,,,,.,.,4
NGA-0132,NAFDAC,TABLET,AUROTHER,AUROCHEM,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | AUROCHEM,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
465,BEN AWL DATA,TABLET,AUROTHER,ROCHE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,YES,UNKNOWN,.,individual package,"6, 12",,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | ROCHE,999*,0,.,.,.,.,.,.,174,BEN - SEARCH,AUROTHER 20/120,,,,,.,.,5
75,CMR,TABLET,AUROTHER,AUROCHEM,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,12 ,,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | AUROCHEM,999*,0,.,.,.,.,.,.,.,.,.,18351606,,,,.,.,4
466,BEN AWL DATA,TABLET,AUROTHER,ROCHE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,YES,UNKNOWN,.,individual package,"6, 12",,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 40/240mg | ROCHE,999*,0,.,.,.,.,.,.,176,BEN - SEARCH,AUROTHER 40/240,,,,,.,.,5
467,BEN AWL DATA,TABLET,AUROTHER,ROCHE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,UNKNOWN,.,individual package,"6, 12",,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | ROCHE,999*,0,.,.,.,.,.,.,178,BEN - SEARCH,AUROTHER 80/480,,,,,.,.,5
1,CMR,TABLET,AUROTHER,UNKNOWN,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,6 ,,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | UNKNOWN,999*,0,.,.,.,.,.,.,.,.,.,18351607,,,,.,.,4
240326_014b,CMR PRODCUT ADDED DURING DATA COLLECTION,TABLET,AUROTHER,AUROCHEM,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,12 ,,1,61,74,.,40,AL,AUROTHER | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | AUROCHEM,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0959,NAFDAC,TABLET,AUROTHER FORTE,AUROCHEM,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AUROTHER FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | AUROCHEM,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
54,GF,TABLET,AVLOCLOR,ALLIANCE PHARMA,UK,1,CHLOROQUINE,.,.,0,250,.,.,.,.,.,250mg,UNKNOWN,YES,PHOSPHATE,BLISTER PLAQUETTE,100; 20,,1,68,.,.,4,CHLOROQUINE,AVLOCLOR | TABLET | CHLOROQUINE | 250mg | ALLIANCE PHARMA,999*,0,.,.,M21,B,YES,"ANDERSONBRECON (UK) LIMITED,",.,.,.,,,,,.,.,5
NGA-1541,NAFDAC,DISPERSIBLE TABLET,AVRO,SKG PHARMA LTD,NIGERIA,3,AMODIAQUINE,SULFADOXINE,PYRIMETHAMINE,0,150,.,500,.,25,.,150mg-500mg-25mg,UNKNOWN,YES,AMODIAQUINE HYDROCHLORIDE,,,A11-0964,1,81,85,60,2,AMODIAQUINE+SP,AVRO | DISPERSIBLE TABLET | PYRIMETHAMINE SULFADOXINE AMODIAQUINE | 150mg-500mg-25mg | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1542,NAFDAC,TABLET,AVROMAL DIPERSIBLE,SKG PHARMA LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,B4-4301,1,61,74,.,40,AL,AVROMAL DIPERSIBLE | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_238,NGA-24-AwL,TABLET,AVROMAL DIPERSIBLE,SKG PHARMA LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,yes,no,N/A,individual package,6,A4-4532,1,61,74,.,40,AL,AVROMAL DIPERSIBLE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1530,NAFDAC,TABLET,AVROTRIM,SKG PHARMA LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,400,.,80,.,.,.,400/80mg,UNKNOWN,UNKNOWN,.,,,A4-4549,1,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,AVROTRIM | TABLET | SULFAMETHOXAZOLE TRIMETHOPRIM | 400/80mg | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0748,NAFDAC,DISPERSIBLE TABLET,AXIN DP,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,40,.,320,.,.,.,40/320mg,UNKNOWN,YES,PIPERAQUINE PHOSPHATE,,,,1,71,77,.,55,DHA-PPQ,AXIN DP | DISPERSIBLE TABLET | DIHYDROARTEMISININ PIPERAQUINE | 40/320mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
